,level,l1,l2,l3,l4,序号,条款,资料,审计程序,判断条件,结构,审计子程序
474,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.2 安全通信网络,7.5.2.1 网络架构,7.5.2.1 测评单元(L2-CNS5-02),L2-CNS5-02,工业控制系统内部应根据业务特点划分为不同的安全域，安全域之间应采用技术隔离手段；,路由器、交换机和防火墙等提供访问控制功能的设备；,1) 应核查工业控制系统内部是否根据业务特点划分了不同的安全域；2) 应核查各安全域之间访问控制设备是否配置了有效的访问控制策略；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.2 安全通信网络/7.5.2.1 网络架构/7.5.2.1 测评单元(L2-CNS5-02), 应核查工业控制系统内部是否根据业务特点划分了不同的安全域
475,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.2 安全通信网络,7.5.2.1 网络架构,7.5.2.1 测评单元(L2-CNS5-02),L2-CNS5-02,工业控制系统内部应根据业务特点划分为不同的安全域，安全域之间应采用技术隔离手段；,路由器、交换机和防火墙等提供访问控制功能的设备；,1) 应核查工业控制系统内部是否根据业务特点划分了不同的安全域；2) 应核查各安全域之间访问控制设备是否配置了有效的访问控制策略；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.2 安全通信网络/7.5.2.1 网络架构/7.5.2.1 测评单元(L2-CNS5-02), 应核查各安全域之间访问控制设备是否配置了有效的访问控制策略；
476,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.2 安全通信网络,7.5.2.1 网络架构,7.5.2.1 测评单元(L2-CNS5-03),L2-CNS5-03,涉及实时控制和数据传输的工业控制系统，应使用独立的网络设备组网，在物理层面上实现与其他数据网及外部公共信息网的安全隔离；,工业控制网络；,应核查涉及实时控制和数据传输的工业控制系统是否在物理层面上独立组网；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.2 安全通信网络/7.5.2.1 网络架构/7.5.2.1 测评单元(L2-CNS5-03),应核查涉及实时控制和数据传输的工业控制系统是否在物理层面上独立组网；
477,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.2 安全通信网络,7.5.2.2 通信传输,7.5.2.2 测评单元(L2-CNS5-04),L2-CNS5-04,在工业控制系统内使用广域网进行控制指令或相关数据交换的应采用加密认证技术手段实现身份认证、访问控制和数据加密传输；,加密认证设备、路由器、交换机和防火墙等提供访问控制功能的设备；,应核查工业控制系统中使用广域网传输的控制指令或相关数据是否采用加密认证技术实现身份认证、访问控制和数据加密传输；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.2 安全通信网络/7.5.2.2 通信传输/7.5.2.2 测评单元(L2-CNS5-04),应核查工业控制系统中使用广域网传输的控制指令或相关数据是否采用加密认证技术实现身份认证、访问控制和数据加密传输；
478,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.1 访问控制,7.5.3.1 测评单元(L2-ABS5-01),L2-ABS5-01,应在工业控制系统与企业其他系统之间部署访问控制设备，配置访问控制策略，应禁止任何穿越区域边界的E-Mail、Web、Telnet、Rlogin、FTP等通用网络服务；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备；,1) 应核查在工业控制系统与企业其他系统之间的网络边界是否部署访问控制设备，是否配置访问控制策略；2) 应核查设备安全策略，是否禁止E-Mail、Web、Telnet、Rlogin、FTP等通用网络服务穿越边界；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.1 访问控制/7.5.3.1 测评单元(L2-ABS5-01), 应核查在工业控制系统与企业其他系统之间的网络边界是否部署访问控制设备，是否配置访问控制策略
479,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.1 访问控制,7.5.3.1 测评单元(L2-ABS5-01),L2-ABS5-01,应在工业控制系统与企业其他系统之间部署访问控制设备，配置访问控制策略，应禁止任何穿越区域边界的E-Mail、Web、Telnet、Rlogin、FTP等通用网络服务；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备；,1) 应核查在工业控制系统与企业其他系统之间的网络边界是否部署访问控制设备，是否配置访问控制策略；2) 应核查设备安全策略，是否禁止E-Mail、Web、Telnet、Rlogin、FTP等通用网络服务穿越边界；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.1 访问控制/7.5.3.1 测评单元(L2-ABS5-01), 应核查设备安全策略，是否禁止E-Mail、Web、Telnet、Rlogin、FTP等通用网络服务穿越边界；
480,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.1 访问控制,7.5.3.1 测评单元(L2-ABS5-02),L2-ABS5-02,应在工业控制系统内安全域和安全域之间的边界防护机制失效时，及时进行报警；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备，监控预警设备；,1) 应核查设备是否可以在策略失效的时候进行告警；2) 应核查是否部署监控预警系统或相关模块，在边界防护机制失效时可及时告警；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.1 访问控制/7.5.3.1 测评单元(L2-ABS5-02), 应核查设备是否可以在策略失效的时候进行告警
481,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.1 访问控制,7.5.3.1 测评单元(L2-ABS5-02),L2-ABS5-02,应在工业控制系统内安全域和安全域之间的边界防护机制失效时，及时进行报警；,网闸、防火墙、路由器和交换机等提供访问控制功能的设备，监控预警设备；,1) 应核查设备是否可以在策略失效的时候进行告警；2) 应核查是否部署监控预警系统或相关模块，在边界防护机制失效时可及时告警；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.1 访问控制/7.5.3.1 测评单元(L2-ABS5-02), 应核查是否部署监控预警系统或相关模块，在边界防护机制失效时可及时告警；
482,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.2 拨号使用控制,7.5.3.2 测评单元(L2-ABS5-03),L2-ABS5-03,工业控制系统确需使用拨号访问服务的，应限制具有拨号访问权限的用户数量，并采取用户身份鉴别和访问控制等措施；,拨号服务类设备；,应核查拨号设备是否限制具有拨号访问权限的用户数量，拨号服务器和客户端是否使用账户/口令等身份鉴别方式，是否采用控制账户权限等访问控制措施；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.2 拨号使用控制/7.5.3.2 测评单元(L2-ABS5-03),应核查拨号设备是否限制具有拨号访问权限的用户数量，拨号服务器和客户端是否使用账户/口令等身份鉴别方式，是否采用控制账户权限等访问控制措施；
483,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.3 无线使用控制,7.5.3.3 测评单元(L2-ABS5-04),L2-ABS5-04,应对所有参与无线通信的用户(人员、软件进程或者设备)提供唯一性标识和鉴别；,无线通信网络及设备；,1) 应核查无线通信的用户在登录时是否采用了身份鉴别措施；2) 应核查用户身份标识是否具有唯一性；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.3 无线使用控制/7.5.3.3 测评单元(L2-ABS5-04), 应核查无线通信的用户在登录时是否采用了身份鉴别措施
484,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.3 无线使用控制,7.5.3.3 测评单元(L2-ABS5-04),L2-ABS5-04,应对所有参与无线通信的用户(人员、软件进程或者设备)提供唯一性标识和鉴别；,无线通信网络及设备；,1) 应核查无线通信的用户在登录时是否采用了身份鉴别措施；2) 应核查用户身份标识是否具有唯一性；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.3 无线使用控制/7.5.3.3 测评单元(L2-ABS5-04), 应核查用户身份标识是否具有唯一性；
485,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.3 安全区域边界,7.5.3.3 无线使用控制,7.5.3.3 测评单元(L2-ABS5-05),L2-ABS5-05,应对所有参与无线通信的用户(人员、软件进程或者设备)进行授权以及执行使用进行限制；,无线通信网络及设备；,应核查无线通信过程中是否对用户进行授权，核查具体权限是否合理，核查未授权的使用是否可以被发现及告警；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.3 安全区域边界/7.5.3.3 无线使用控制/7.5.3.3 测评单元(L2-ABS5-05),应核查无线通信过程中是否对用户进行授权，核查具体权限是否合理，核查未授权的使用是否可以被发现及告警；
486,第二级安全测评要求,7.5 工业控制系统安全测评扩展要求,7.5.4 安全计算环境,7.5.4.1 测评单元(L2-CES5-01),7.5.4.1 测评单元(L2-CES5-01),L2-CES5-01,控制设备自身应实现相应级别安全通用要求提出的身份鉴别、访问控制和安全审计等安全要求，如受条件限制控制设备无法实现上述要求，应由其上位控制或管理设备实现同等功能或通过管理手段控制；,控制设备；,1) 应核查控制设备是否具有身份鉴别、访问控制和安全审计等功能，如控制设备具备上述功能，则按照通用要求测评；2) 如控制设备不具备上述功能，则核查是否由其上位控制或管理设备实现同等功能或通过管理手段控制；,若1)或2)测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第二级安全测评要求/7.5 工业控制系统安全测评扩展要求/7.5.4 安全计算环境/7.5.4.1 测评单元(L2-CES5-01)/7.5.4.1 测评单元(L2-CES5-01), 应核查控制设备是否具有身份鉴别、访问控制和安全审计等功能，如控制设备具备上述功能，则按照通用要求测评
