,level,l1,l2,l3,序号,条款,资料,审计程序,判断条件,结构,审计子程序
360,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-02,应对被录用人员的身份、安全背景、专业资格或资质等进行审查，对其所具有的技术技能进行考核。,管理制度类文档和记录表单类文档。,1) 应核查人员安全管理文档是否说明录用人员应具备的条件（如学历、学位要求，技术人员应具备的专业技术水平，管理人员应具备的安全管理知识等）。2) 应核查是否具有人员录用时对录用人身份、安全背景、专业资格或资质等进行审查的相关文档或记录，是否记录审查内容和审查结果等。3) 应核查人员录用时的技能考核文档或记录是否记录考核内容和考核结果等。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用, 应核查人员录用时的技能考核文档或记录是否记录考核内容和考核结果等。
361,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-03,应与被录用人员签署保密协议，与关键岗位人员签署岗位责任协议。,记录表单类文档。,1) 应核查保密协议是否有保密范围、保密责任、违约责任、协议的有效期限和责任人的签字等内容。2) 应核查岗位安全协议是否有岗位安全责任定义、协议的有效期限和责任人签字等内容。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用, 应核查保密协议是否有保密范围、保密责任、违约责任、协议的有效期限和责任人的签字等内容
362,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-03,应与被录用人员签署保密协议，与关键岗位人员签署岗位责任协议。,记录表单类文档。,1) 应核查保密协议是否有保密范围、保密责任、违约责任、协议的有效期限和责任人的签字等内容。2) 应核查岗位安全协议是否有岗位安全责任定义、协议的有效期限和责任人签字等内容。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用, 应核查岗位安全协议是否有岗位安全责任定义、协议的有效期限和责任人签字等内容。
363,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-04,应对网络安全管理人员实行备案管理，网络安全管理人员的配备和变更情况，应及时报上一级科技部门备案，金融机构总部网络安全管理人员在总部科技部门备案。（F3）,管理制度类文档和记录表单类文档。,1) 应核查是否有网络安全管理人员的备案制度。2) 应核查相关备案记录，网络安全管理人员的配备变更情况是否报上一级科技部门备案，金融机构总部网络安全管理人员是否在总部科技部门备案。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用, 应核查是否有网络安全管理人员的备案制度
364,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-04,应对网络安全管理人员实行备案管理，网络安全管理人员的配备和变更情况，应及时报上一级科技部门备案，金融机构总部网络安全管理人员在总部科技部门备案。（F3）,管理制度类文档和记录表单类文档。,1) 应核查是否有网络安全管理人员的备案制度。2) 应核查相关备案记录，网络安全管理人员的配备变更情况是否报上一级科技部门备案，金融机构总部网络安全管理人员是否在总部科技部门备案。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用, 应核查相关备案记录，网络安全管理人员的配备变更情况是否报上一级科技部门备案，金融机构总部网络安全管理人员是否在总部科技部门备案。
365,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.1 人员录用,L3-HRS1-05,凡是因违反国家法律法规和金融机构有关规定受到过处罚或处分的人员，不应从事网络安全管理工作。（F3）,管理制度类文档和记录表单类文档。,应核查网络安全管理人员是否无因违反国家法律法规和金融机构有关规定而受到处罚或处分的记录。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.1 人员录用,应核查网络安全管理人员是否无因违反国家法律法规和金融机构有关规定而受到处罚或处分的记录。
366,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.2 人员离岗,L3-HRS1-06,应及时终止离岗人员的所有访问权限，取回各种身份证件、钥匙、徽章等以及机构提供的软硬件设备。,记录表单类文档。,应核查是否具有离岗人员终止其访问权限、交还身份证件、软硬件设备等的登记记录。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.2 人员离岗,应核查是否具有离岗人员终止其访问权限、交还身份证件、软硬件设备等的登记记录。
367,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.2 人员离岗,L3-HRS1-07,应办理严格的调离手续，并承诺调离后的保密义务后方可离开。,管理制度类文档和记录表单类文档。,1) 应核查人员离岗的管理文档是否规定了人员调离手续和离岗要求等。2) 应核查是否具有按照离岗程序办理调离手续的记录。3) 应核查保密承诺文档是否有调离人员的签字。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.2 人员离岗, 应核查人员离岗的管理文档是否规定了人员调离手续和离岗要求等
368,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.2 人员离岗,L3-HRS1-07,应办理严格的调离手续，并承诺调离后的保密义务后方可离开。,管理制度类文档和记录表单类文档。,1) 应核查人员离岗的管理文档是否规定了人员调离手续和离岗要求等。2) 应核查是否具有按照离岗程序办理调离手续的记录。3) 应核查保密承诺文档是否有调离人员的签字。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.2 人员离岗, 应核查是否具有按照离岗程序办理调离手续的记录
369,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.2 人员离岗,L3-HRS1-07,应办理严格的调离手续，并承诺调离后的保密义务后方可离开。,管理制度类文档和记录表单类文档。,1) 应核查人员离岗的管理文档是否规定了人员调离手续和离岗要求等。2) 应核查是否具有按照离岗程序办理调离手续的记录。3) 应核查保密承诺文档是否有调离人员的签字。,如果1）～3）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.2 人员离岗, 应核查保密承诺文档是否有调离人员的签字。
370,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.3 人员考核,L3-HRS1-08,应定期对各个岗位的人员进行安全技能及安全认知的考核。（F3）,管理制度类文档和记录表单类文档。,1) 应核查人员考核的管理文档是否明确要求定期对各个岗位的人员进行安全技能及安全认知的考核。2) 应核查是否具有安全技能及安全认知考核记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.3 人员考核, 应核查人员考核的管理文档是否明确要求定期对各个岗位的人员进行安全技能及安全认知的考核
371,第三级测评要求,7.1 安全测评通用要求,7.1.8 安全管理人员,7.1.8.3 人员考核,L3-HRS1-08,应定期对各个岗位的人员进行安全技能及安全认知的考核。（F3）,管理制度类文档和记录表单类文档。,1) 应核查人员考核的管理文档是否明确要求定期对各个岗位的人员进行安全技能及安全认知的考核。2) 应核查是否具有安全技能及安全认知考核记录。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.8 安全管理人员/7.1.8.3 人员考核, 应核查是否具有安全技能及安全认知考核记录。
